datetime,Tamaki Drive EB
2017-05-29,845.0
2017-05-30,869.0
2017-05-31,698.0
2017-06-01,789.0
2017-06-02,408.0
2017-06-03,424.0
2017-06-04,954.0
2017-06-05,673.0
2017-06-06,753.0
2017-06-07,726.0
2017-06-08,784.0
2017-06-09,766.0
2017-06-10,641.0
2017-06-11,999.0
2017-06-12,699.0
2017-06-13,654.0
2017-06-14,522.0
2017-06-15,738.0
2017-06-16,616.0
2017-06-17,826.0
2017-06-18,720.0
2017-06-19,650.0
2017-06-20,862.0
2017-06-21,645.0
2017-06-22,312.0
2017-06-23,377.0
2017-06-24,301.0
2017-06-25,570.0
2017-06-26,696.0
2017-06-27,787.0
2017-06-28,763.0
2017-06-29,754.0
2017-06-30,643.0
2017-07-01,146.0
2017-07-02,450.0
2017-07-03,450.0
2017-07-04,807.0
2017-07-05,612.0
2017-07-06,480.0
2017-07-07,489.0
2017-07-08,479.0
2017-07-09,291.0
2017-07-10,676.0
2017-07-11,649.0
2017-07-12,450.0
2017-07-13,373.0
2017-07-14,342.0
2017-07-15,776.0
2017-07-16,708.0
2017-07-17,656.0
2017-07-18,699.0
2017-07-19,632.0
2017-07-20,408.0
2017-07-21,252.0
2017-07-22,138.0
2017-07-23,702.0
2017-07-24,589.0
2017-07-25,605.0
2017-07-26,767.0
2017-07-27,534.0
2017-07-28,492.0
2017-07-29,761.0
2017-07-30,836.0
2017-07-31,779.0
2017-08-01,738.0
2017-08-02,517.0
2017-08-03,476.0
2017-08-04,675.0
2017-08-05,778.0
2017-08-06,528.0
2017-08-07,577.0
2017-08-08,673.0
2017-08-09,263.0
2017-08-10,611.0
2017-08-11,473.0
2017-08-12,460.0
2017-08-13,952.0
2017-08-14,655.0
2017-08-15,683.0
2017-08-16,777.0
2017-08-17,573.0
2017-08-18,591.0
2017-08-19,477.0
2017-08-20,572.0
2017-08-21,751.0
2017-08-22,837.0
2017-08-23,839.0
2017-08-24,780.0
2017-08-25,829.0
2017-08-26,779.0
2017-08-27,265.0
2017-08-28,522.0
2017-08-29,875.0
2017-08-30,546.0
2017-08-31,714.0
2017-09-01,692.0
2017-09-02,223.0
2017-09-03,770.0
2017-09-04,819.0
2017-09-05,574.0
2017-09-06,207.0
2017-09-07,432.0
2017-09-08,627.0
2017-09-09,186.0
2017-09-10,879.0
2017-09-11,845.0
2017-09-12,775.0
2017-09-13,697.0
2017-09-14,742.0
2017-09-15,1280.0
2017-09-16,482.0
2017-09-17,973.0
2017-09-18,651.0
2017-09-19,813.0
2017-09-20,944.0
2017-09-21,695.0
2017-09-22,748.0
2017-09-23,1239.0
2017-09-24,1089.0
2017-09-25,968.0
2017-09-26,1100.0
2017-09-27,827.0
2017-09-28,829.0
2017-09-29,766.0
2017-09-30,706.0
2017-10-01,276.0
2017-10-02,430.0
2017-10-03,793.0
2017-10-04,879.0
2017-10-05,1362.0
2017-10-06,752.0
2017-10-07,1099.0
2017-10-08,801.0
2017-10-09,1324.0
2017-10-10,1013.0
2017-10-11,836.0
2017-10-12,924.0
2017-10-13,735.0
2017-10-14,1044.0
2017-10-15,835.0
2017-10-16,714.0
2017-10-17,789.0
2017-10-18,828.0
2017-10-19,870.0
2017-10-20,671.0
2017-10-21,597.0
2017-10-22,344.0
2017-10-23,273.0
2017-10-24,790.0
2017-10-25,800.0
2017-10-26,740.0
2017-10-27,626.0
2017-10-28,480.0
2017-10-29,775.0
2017-10-30,799.0
2017-10-31,1018.0
2017-11-01,915.0
2017-11-02,813.0
2017-11-03,519.0
2017-11-04,470.0
2017-11-05,1085.0
2017-11-06,1099.0
2017-11-07,969.0
2017-11-08,556.0
2017-11-09,952.0
2017-11-10,789.0
2017-11-11,712.0
2017-11-12,1373.0
2017-11-13,1054.0
2017-11-14,1064.0
2017-11-15,1004.0
2017-11-16,1013.0
2017-11-17,978.0
2017-11-18,714.0
2017-11-19,564.0
2017-11-20,1120.0
2017-11-21,1314.0
2017-11-22,1121.0
2017-11-23,1182.0
2017-11-24,950.0
2017-11-25,988.0
2017-11-26,1021.0
2017-11-27,1119.0
2017-11-28,1178.0
2017-11-29,1153.0
2017-11-30,926.0
2017-12-01,1007.0
2017-12-02,1125.0
2017-12-03,1181.0
2017-12-04,1243.0
2017-12-05,1143.0
2017-12-06,1157.0
2017-12-07,1154.0
2017-12-08,1083.0
2017-12-09,1010.0
2017-12-10,781.0
2017-12-11,1064.0
2017-12-12,1154.0
2017-12-13,1043.0
2017-12-14,937.0
2017-12-15,989.0
2017-12-16,911.0
2017-12-17,1098.0
2017-12-18,876.0
2017-12-19,1012.0
2017-12-20,669.0
2017-12-21,1087.0
2017-12-22,691.0
2017-12-23,742.0
2017-12-24,778.0
2017-12-25,596.0
2017-12-26,459.0
2017-12-27,838.0
2017-12-28,940.0
2017-12-29,811.0
2017-12-30,960.0
2017-12-31,914.0
2018-01-01,522.0
2018-01-02,1179.0
2018-01-03,1000.0
2018-01-04,231.0
2018-01-05,95.0
2018-01-06,613.0
2018-01-07,1356.0
2018-01-08,1195.0
2018-01-09,1391.0
2018-01-10,1179.0
2018-01-11,1173.0
2018-01-12,1270.0
2018-01-13,1171.0
2018-01-14,1290.0
2018-01-15,1079.0
2018-01-16,900.0
2018-01-17,565.0
2018-01-18,273.0
2018-01-19,631.0
2018-01-20,1190.0
2018-01-21,1384.0
2018-01-22,566.0
2018-01-23,894.0
2018-01-24,1196.0
2018-01-25,1148.0
2018-01-26,964.0
2018-01-27,1086.0
2018-01-28,1146.0
2018-01-29,1304.0
2018-01-30,1203.0
2018-01-31,1070.0
2018-02-01,343.0
2018-02-02,950.0
2018-02-03,571.0
2018-02-04,768.0
2018-02-05,850.0
2018-02-06,1820.0
2018-02-07,1060.0
2018-02-08,1176.0
2018-02-09,531.0
2018-02-10,266.0
2018-02-11,244.0
2018-02-12,997.0
2018-02-13,611.0
2018-02-14,898.0
2018-02-15,1268.0
2018-02-16,1296.0
2018-02-17,1009.0
2018-02-18,1108.0
2018-02-19,1066.0
2018-02-20,783.0
2018-02-21,1055.0
2018-02-22,985.0
2018-02-23,1039.0
2018-02-24,1149.0
2018-02-25,1412.0
2018-02-26,1147.0
2018-02-27,1019.0
2018-02-28,858.0
2018-03-01,863.0
2018-03-02,720.0
2018-03-03,861.0
2018-03-04,642.0
2018-03-05,1258.0
2018-03-06,1265.0
2018-03-07,885.0
2018-03-08,965.0
2018-03-09,1033.0
2018-03-10,1198.0
2018-03-11,1081.0
2018-03-12,526.0
2018-03-13,761.0
2018-03-14,983.0
2018-03-15,1016.0
2018-03-16,909.0
2018-03-17,835.0
2018-03-18,1084.0
2018-03-19,955.0
2018-03-20,851.0
2018-03-21,1017.0
2018-03-22,1029.0
2018-03-23,733.0
2018-03-24,391.0
2018-03-25,978.0
2018-03-26,1042.0
2018-03-27,1153.0
2018-03-28,885.0
2018-03-29,933.0
2018-03-30,783.0
2018-03-31,848.0
2018-04-01,915.0
2018-04-02,1024.0
2018-04-03,894.0
2018-04-04,980.0
2018-04-05,1014.0
2018-04-06,955.0
2018-04-07,803.0
2018-04-08,941.0
2018-04-09,912.0
2018-04-10,483.0
2018-04-11,309.0
2018-04-12,693.0
2018-04-13,559.0
2018-04-14,162.0
2018-04-15,580.0
2018-04-16,717.0
2018-04-17,1039.0
2018-04-18,671.0
2018-04-19,811.0
2018-04-20,789.0
2018-04-21,791.0
2018-04-22,821.0
2018-04-23,818.0
2018-04-24,849.0
2018-04-25,1335.0
2018-04-26,925.0
2018-04-27,786.0
2018-04-28,127.0
2018-04-29,569.0
2018-04-30,774.0
2018-05-01,933.0
2018-05-02,983.0
2018-05-03,1009.0
2018-05-04,948.0
2018-05-05,864.0
2018-05-06,667.0
2018-05-07,856.0
2018-05-08,1090.0
2018-05-09,949.0
2018-05-10,945.0
2018-05-11,664.0
2018-05-12,306.0
2018-05-13,540.0
2018-05-14,804.0
2018-05-15,951.0
2018-05-16,808.0
2018-05-17,656.0
2018-05-18,768.0
2018-05-19,518.0
2018-05-20,1005.0
2018-05-21,697.0
2018-05-22,712.0
2018-05-23,402.0
2018-05-24,563.0
2018-05-25,419.0
2018-05-26,622.0
2018-05-27,235.0
2018-05-28,709.0
2018-05-29,859.0
2018-05-30,787.0
2018-05-31,749.0
